date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:35:19	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:19%20GMT	https://triper.dexignlab.com/xhtml/css/images/ui-icons_cd0a0a_256x240.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/images/ui-icons_cd0a0a_256x240.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:19	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:19%20GMT	https://triper.dexignlab.com/xhtml/fonts/lg.eot?n1z373	C:/duan1_khachsan/triper.dexignlab.com/xhtml/fonts/lgd641.eot	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:19	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:20%20GMT	https://triper.dexignlab.com/xhtml/fonts/lg.eot?	C:/duan1_khachsan/triper.dexignlab.com/xhtml/fonts/lgd41d.eot	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:20	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:20%20GMT	https://triper.dexignlab.com/xhtml/fonts/lg.woff?n1z373	C:/duan1_khachsan/triper.dexignlab.com/xhtml/fonts/lgd641.woff	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:20	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:20%20GMT	https://triper.dexignlab.com/xhtml/fonts/lg.ttf?n1z373	C:/duan1_khachsan/triper.dexignlab.com/xhtml/fonts/lgd641.ttf	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:20	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:21%20GMT	https://triper.dexignlab.com/xhtml/fonts/lg.svg?n1z373	C:/duan1_khachsan/triper.dexignlab.com/xhtml/fonts/lgd641.svg	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:20	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:21%20GMT	https://triper.dexignlab.com/xhtml/img/vimeo-play.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/img/vimeo-play.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:21	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:21%20GMT	https://triper.dexignlab.com/xhtml/img/vimeo-play.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/img/vimeo-play.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:21	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:21%20GMT	https://triper.dexignlab.com/xhtml/img/video-play.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/img/video-play.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:21	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:22%20GMT	https://triper.dexignlab.com/xhtml/img/youtube-play.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/img/youtube-play.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:22	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:22%20GMT	https://triper.dexignlab.com/xhtml/img/youtube-play.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/img/youtube-play.png	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:22	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:22%20GMT	https://triper.dexignlab.com/xhtml/img/loading.gif	C:/duan1_khachsan/triper.dexignlab.com/xhtml/img/loading.gif	(from https://triper.dexignlab.com/xhtml/css/plugins.min.css)
23:35:23	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-54441dcb58580%22	https://triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont3e6e.eot	(from https://triper.dexignlab.com/xhtml/plugins/fontawesome/css/font-awesome.min.css)
23:35:24	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2212d68-54441db474f80%22	https://triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont3e6e.woff2	(from https://triper.dexignlab.com/xhtml/plugins/fontawesome/css/font-awesome.min.css)
23:35:24	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-54441dcb58580%22	https://triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont.eot?	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfontd41d.eot	(from https://triper.dexignlab.com/xhtml/plugins/fontawesome/css/font-awesome.min.css)
23:35:25	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-54441dc59f800%22	https://triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont3e6e.ttf	(from https://triper.dexignlab.com/xhtml/plugins/fontawesome/css/font-awesome.min.css)
23:35:25	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-54441dbdfe600%22	https://triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont3e6e.woff	(from https://triper.dexignlab.com/xhtml/plugins/fontawesome/css/font-awesome.min.css)
23:35:26	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b914-546ed69d03700%22	https://triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome.eot?v=1.1.	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesomeeb4f.eot	(from https://triper.dexignlab.com/xhtml/plugins/line-awesome/css/line-awesome.min.css)
23:35:26	447050/447050	---M--	200	added ('OK')	image/svg+xml	etag:%226d24a-54441dcd40a00%22	https://triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/fontawesome/fonts/fontawesome-webfont3e6e.svg	(from https://triper.dexignlab.com/xhtml/plugins/fontawesome/css/font-awesome.min.css)
23:35:26	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b914-546ed69d03700%22	https://triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome.eot??v=1.1.	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome0176.eot	(from https://triper.dexignlab.com/xhtml/plugins/line-awesome/css/line-awesome.min.css)
23:35:26	45108/45108	---M--	200	added ('OK')	application/font-woff2	etag:%22b034-546ed69d03700%22	https://triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome.woff2?v=1.1.	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesomeeb4f.woff2	(from https://triper.dexignlab.com/xhtml/plugins/line-awesome/css/line-awesome.min.css)
23:35:26	57436/57436	---M--	200	added ('OK')	application/font-woff	etag:%22e05c-546ed69d03700%22	https://triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome.woff?v=1.1.	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesomeeb4f.woff	(from https://triper.dexignlab.com/xhtml/plugins/line-awesome/css/line-awesome.min.css)
23:35:27	112728/112728	---M--	200	added ('OK')	application/x-font-ttf	etag:%221b858-546ed69d03700%22	https://triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome.ttf?v=1.1.	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesomeeb4f.ttf	(from https://triper.dexignlab.com/xhtml/plugins/line-awesome/css/line-awesome.min.css)
23:35:27	433695/433695	---M--	200	added ('OK')	image/svg+xml	etag:%2269e1f-546ed69d03700%22	https://triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesome.svg?v=1.1.	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/line-awesome/fonts/line-awesomeeb4f.svg	(from https://triper.dexignlab.com/xhtml/plugins/line-awesome/css/line-awesome.min.css)
23:35:27	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-4fa17f49d8b80%22	https://triper.dexignlab.com/xhtml/plugins/themify/fonts/themify.eot?-fvbane	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/themify/fonts/themify9f24.eot	(from https://triper.dexignlab.com/xhtml/plugins/themify/themify-icons.css)
23:35:27	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-4fa17f49d8b80%22	https://triper.dexignlab.com/xhtml/plugins/themify/fonts/themify.eot?	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/themify/fonts/themifyd41d.eot	(from https://triper.dexignlab.com/xhtml/plugins/themify/themify-icons.css)
23:35:28	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%22db2c-4fa17f49d8b80%22	https://triper.dexignlab.com/xhtml/plugins/themify/fonts/themify.woff?-fvbane	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/themify/fonts/themify9f24.woff	(from https://triper.dexignlab.com/xhtml/plugins/themify/themify-icons.css)
23:35:28	78584/78584	---M--	200	added ('OK')	application/x-font-ttf	etag:%22132f8-4fa17f49d8b80%22	https://triper.dexignlab.com/xhtml/plugins/themify/fonts/themify.ttf?-fvbane	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/themify/fonts/themify9f24.ttf	(from https://triper.dexignlab.com/xhtml/plugins/themify/themify-icons.css)
23:35:29	54266/54266	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d3fa-5882fa8c6e200%22	https://triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Iconsb26c.eot	(from https://triper.dexignlab.com/xhtml/plugins/simple-icon/css/simple-line-icons.css)
23:35:29	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-4fa17f49d8b80%22	https://triper.dexignlab.com/xhtml/plugins/themify/fonts/themify.svg?-fvbane	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/themify/fonts/themify9f24.svg	(from https://triper.dexignlab.com/xhtml/plugins/themify/themify-icons.css)
23:35:29	30064/30064	---M--	200	added ('OK')	application/font-woff2	etag:%227570-5882fa8c6e200%22	https://triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Icons.woff2?v=2.4.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Iconsb26c.woff2	(from https://triper.dexignlab.com/xhtml/plugins/simple-icon/css/simple-line-icons.css)
23:35:29	54056/54056	---M--	200	added ('OK')	application/x-font-ttf	etag:%22d328-5882fa8c6e200%22	https://triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Icons.ttf?v=2.4.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Iconsb26c.ttf	(from https://triper.dexignlab.com/xhtml/plugins/simple-icon/css/simple-line-icons.css)
23:35:30	81332/81332	---M--	200	added ('OK')	application/font-woff	etag:%2213db4-5882fa8c6e200%22	https://triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Icons.woff?v=2.4.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Iconsb26c.woff	(from https://triper.dexignlab.com/xhtml/plugins/simple-icon/css/simple-line-icons.css)
23:35:30	239045/239045	---M--	200	added ('OK')	image/svg+xml	etag:%223a5c5-5882fa8c6e200%22	https://triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Icons.svg?v=2.4.0	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/simple-icon/fonts/Simple-Line-Iconsb26c.svg	(from https://triper.dexignlab.com/xhtml/plugins/simple-icon/css/simple-line-icons.css)
23:35:30	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:31%20GMT	https://triper.dexignlab.com/xhtml/css/inc/images/loading.GIF	C:/duan1_khachsan/triper.dexignlab.com/xhtml/css/inc/images/loading.GIF	(from https://triper.dexignlab.com/xhtml/css/style.min.css)
23:35:31	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:31%20GMT	https://triper.dexignlab.com/xhtml/images/line1.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/line1.png	(from https://triper.dexignlab.com/xhtml/css/style.min.css)
23:35:31	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:31%20GMT	https://triper.dexignlab.com/xhtml/images/line.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/line.png	(from https://triper.dexignlab.com/xhtml/css/style.min.css)
23:35:31	371653/371653	---M--	200	added ('OK')	image/jpeg	etag:%225abc5-59011a256e200%22	https://triper.dexignlab.com/xhtml/images/banner/bnr1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/banner/bnr1.jpg	(from https://triper.dexignlab.com/xhtml/css/style.min.css)
23:35:31	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:32%20GMT	https://triper.dexignlab.com/xhtml/images/background/bg8.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/background/bg8.jpg	(from https://triper.dexignlab.com/xhtml/css/style.min.css)
23:35:32	2322/2322	---M--	200	added ('OK')	image/svg+xml	etag:%22912-576a25cb99900%22	https://triper.dexignlab.com/xhtml/images/loading.svg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/loading.svg	(from https://triper.dexignlab.com/xhtml/css/style.min.css)
23:35:32	62773/62773	---M--	200	added ('OK')	image/jpeg	etag:%22f535-5900f19b8bd80%22	https://triper.dexignlab.com/xhtml/images/background/bg6.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/background/bg6.jpg	(from https://triper.dexignlab.com/xhtml/css/templete.min.css)
23:35:32	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:33%20GMT	https://triper.dexignlab.com/xhtml/images/background/line.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/background/line.png	(from https://triper.dexignlab.com/xhtml/css/templete.min.css)
23:35:33	62192/62192	---M--	200	added ('OK')	image/png	etag:%22f2f0-597df2b174600%22	https://triper.dexignlab.com/xhtml/images/like.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/like.png	(from https://triper.dexignlab.com/xhtml/css/templete.min.css)
23:35:33	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-520bd5ab0d780%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons.eot?5510888	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons90c6.eot	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:33	7536/7536	---M--	200	added ('OK')	application/font-woff	etag:%221d70-520bd5ab0d780%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons.woff?5510888	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons90c6.woff	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:33	11968/11968	---M--	200	added ('OK')	application/x-font-ttf	etag:%222ec0-520bd5ab0d780%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons.ttf?5510888	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons90c6.ttf	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:34	13691/13691	---M--	200	added ('OK')	image/svg+xml	etag:%22357b-52e40c6d22a00%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons.svg?5510888	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/fonts/revicons/revicons90c6.svg	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:34	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202014%2014:41:32%20GMT	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/openhand.cur	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/openhand.html	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:34	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202014%2014:41:22%20GMT	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/closedhand.cur	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/closedhand.html	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:35	933/933	---M--	200	added ('OK')	image/png	etag:%223a5-520bd5a73ce80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile.png	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:35	951/951	---M--	200	added ('OK')	image/png	etag:%223b7-53d6732842480%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile_white.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile_white.png	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:35	938/938	---M--	200	added ('OK')	image/png	etag:%223aa-520bd5a73ce80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile_3x3.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile_3x3.png	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:36	935/935	---M--	200	added ('OK')	image/png	etag:%223a7-520bd5a73ce80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile_3x3_white.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/gridtile_3x3_white.png	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:36	184/184	---M--	200	added ('OK')	image/png	etag:%22b8-520bd5a73ce80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/coloredbg.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/coloredbg.png	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:36	2545/2545	---M--	200	added ('OK')	image/gif	etag:%229f1-520bd5a73ce80%22	https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/loader.gif	C:/duan1_khachsan/triper.dexignlab.com/xhtml/plugins/revolution/revolution/assets/loader.gif	(from https://triper.dexignlab.com/xhtml/plugins/revolution/revolution/css/settings.css)
23:35:37	125183/125183	---M--	200	added ('OK')	image/jpeg	etag:%221e8ff-590119b4e5880%22	https://triper.dexignlab.com/xhtml/images/add/add-bnr.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/add/add-bnr.jpg	(from https://triper.dexignlab.com/xhtml/place.html)
23:35:38	195469/195469	---M--	200	added ('OK')	image/jpeg	etag:%222fb8d-59011a2756680%22	https://triper.dexignlab.com/xhtml/images/banner/bnr2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/banner/bnr2.jpg	(from https://triper.dexignlab.com/xhtml/login.html)
23:35:38	8109/8109	---M--	200	added ('OK')	image/png	etag:%221fad-59801fe46df00%22	https://triper.dexignlab.com/xhtml/images/logo-2.png	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/logo-2.png	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:39	1469446/1469446	---M--	200	added ('OK')	image/jpeg	etag:%22166c06-597f420766e00%22	https://triper.dexignlab.com/xhtml/images/main-slider/slide3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/main-slider/slide3.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:40	527252/527252	---M--	200	added ('OK')	image/jpeg	etag:%2280b94-598034a835c80%22	https://triper.dexignlab.com/xhtml/images/featured/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/featured/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:41	2074777/2074777	---M--	200	added ('OK')	image/jpeg	etag:%221fa899-598049a34dc80%22	https://triper.dexignlab.com/xhtml/images/main-slider/slide4.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/main-slider/slide4.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:41	782557/782557	---M--	200	added ('OK')	image/jpeg	etag:%22bf0dd-59804794e0280%22	https://triper.dexignlab.com/xhtml/images/featured/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/featured/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:41	862053/862053	---M--	200	added ('OK')	image/jpeg	etag:%22d2765-5980471e9eb80%22	https://triper.dexignlab.com/xhtml/images/featured/pic4.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/featured/pic4.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:41	567962/567962	---M--	200	added ('OK')	image/jpeg	etag:%228aa9a-5980464346600%22	https://triper.dexignlab.com/xhtml/images/featured/pic2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/featured/pic2.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:41	102503/102503	---M--	200	added ('OK')	image/jpeg	etag:%2219067-59011f2ecc400%22	https://triper.dexignlab.com/xhtml/images/tour/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/tour/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:42	639161/639161	---M--	200	added ('OK')	image/jpeg	etag:%229c0b9-5980472bf8b00%22	https://triper.dexignlab.com/xhtml/images/featured/pic5.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/featured/pic5.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:42	5899/5899	---M--	200	added ('OK')	image/jpeg	etag:%22170b-59011ec3fc800%22	https://triper.dexignlab.com/xhtml/images/testimonials/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/testimonials/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:42	70862/70862	---M--	200	added ('OK')	image/jpeg	etag:%22114ce-59011f2ecc400%22	https://triper.dexignlab.com/xhtml/images/tour/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/tour/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:42	6878/6878	---M--	200	added ('OK')	image/jpeg	etag:%221ade-59011ec3fc800%22	https://triper.dexignlab.com/xhtml/images/testimonials/pic2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/testimonials/pic2.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:43	146863/146863	---M--	200	added ('OK')	image/jpeg	etag:%2223daf-59011f30b4880%22	https://triper.dexignlab.com/xhtml/images/tour/pic6.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/tour/pic6.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:43	6266/6266	---M--	200	added ('OK')	image/jpeg	etag:%22187a-59011ec3fc800%22	https://triper.dexignlab.com/xhtml/images/testimonials/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/testimonials/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:43	315269/315269	---M--	200	added ('OK')	image/jpeg	etag:%224cf85-59011a71b9600%22	https://triper.dexignlab.com/xhtml/images/blog/grid/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/blog/grid/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:44	69470/69470	---M--	200	added ('OK')	image/jpeg	etag:%2210f5e-59011a71b9600%22	https://triper.dexignlab.com/xhtml/images/blog/grid/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/blog/grid/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:44	88394/88394	---M--	200	added ('OK')	image/jpeg	etag:%221594a-59011a71b9600%22	https://triper.dexignlab.com/xhtml/images/blog/grid/pic2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/blog/grid/pic2.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:44	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:44%20GMT	https://triper.dexignlab.com/xhtml/about-1.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/about-1.html	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:44	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:45%20GMT	https://triper.dexignlab.com/xhtml/services-2.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/services-2.html	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:44	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:45%20GMT	https://triper.dexignlab.com/xhtml/about-1.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/about-1.html	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:45	229/229	---M--	302	error ('Found')	text/html	date:Tue,%2014%20Nov%202023%2016:35:45%20GMT	https://triper.dexignlab.com/xhtml/services-2.html	C:/duan1_khachsan/triper.dexignlab.com/xhtml/services-2.html	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:45	72701/72701	---M--	200	added ('OK')	image/jpeg	etag:%2211bfd-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/pic1.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/pic1.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:46	25774/25774	---M--	200	added ('OK')	image/jpeg	etag:%2264ae-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/pic2.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/pic2.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
23:35:46	56246/56246	---M--	200	added ('OK')	image/jpeg	etag:%22dbb6-59011bcec4d80%22	https://triper.dexignlab.com/xhtml/images/gallery/pic3.jpg	C:/duan1_khachsan/triper.dexignlab.com/xhtml/images/gallery/pic3.jpg	(from https://triper.dexignlab.com/xhtml/index-2.html)
